SKU,SAP PRODUCT DESC EN,SAP PRODUCT DESC FR,SKU STATUS,CATEGORY,SUB CATEGORY,CLASS,BRAND,DEVICE OEM,DEVICE,COLOUR,VENDOR,PART NUMBER,UPC,CURRENCY,ORIGINAL MSRP,CURRENT MSRP
NCNH1007,ADAPTICS DROP CONNECTED KITCHEN SCALE,ADAPTICS DROP BALANCE DE CUISINE,ND,05 - Connected Home,Home,Kitchen,Adaptics,Universal,Universal,,ADAPTICS LIMITED,8127500,6.29018E+11,USD,$110.00,$54.99
NCNH1007B,ADAPTICS DROP CONNECTED KITCHEN SCALE BK,ADAPTICS DROP BALANCE DE CUISINE BULK,ND,05 - Connected Home,Home,Kitchen,Adaptics,Universal,Universal,,ADAPTICS LIMITED,8127500,6.29018E+11,CAD,$0.00,$0.00
NCNH1008,IK MULTIMEDIA IRIG 2,IK MULTIMEDIA GUITAR ADAPTER IRIG 2,ND,07 - Other,Accessory,Other,IK Multimedia,Universal,Universal,,WD NAVARRE CANADA ULC,8127126,6.29018E+11,CAD,$44.99,$24.99
NCNH1008B,IK MULTIMEDIA GUITAR ADAPTER IRIG 2 BULK,IK MULTIMEDIA GUITAR ADAPTER IRIG 2 BULK,ND,07 - Other,Accessory,Other,IK Multimedia,Universal,Universal,,WD NAVARRE CANADA ULC,8127126,6.29018E+11,CAD,$0.00,$0.00
NCNH1009,IK MULTIMEDIA IRIG MIC CAST,IK MULTIMEDIAGUITARADAPTER IRIG MIC CAST,ND,07 - Other,Accessory,Other,IK Multimedia,Universal,Universal,,WD NAVARRE CANADA ULC,8079340,6.29018E+11,CAD,$44.99,$24.99
NCNH1009B,IK MULTIMEDIAGUITARADAPTER IRIG MIC BULK,IK MULTIMEDIAGUITARADAPTER IRIG MIC BULK,ND,07 - Other,Accessory,Other,IK Multimedia,Universal,Universal,,WD NAVARRE CANADA ULC,8079340,6.29018E+11,CAD,$0.00,$0.00
NCNH1010,IK MULTIMEDIA IVOICE,IK MULTIMEDIAGUITARADAPTER IVOICE,ND,07 - Other,Accessory,Other,IK Multimedia,Universal,Universal,,WD NAVARRE CANADA ULC,8117877,6.29018E+11,CAD,$44.99,$24.99
NCNH1010B,IK MULTIMEDIAGUITARADAPTER IVOICE BULK,IK MULTIMEDIAGUITARADAPTER IVOICE BULK,ND,07 - Other,Accessory,Other,IK Multimedia,Universal,Universal,,WD NAVARRE CANADA ULC,8117877,6.29018E+11,CAD,$0.00,$0.00
NCNH1011,MIO ALPHA 2 HEART MONITOR WATCH BLACK,MIO ALPHA 2 HEART MONITOR  WATCH NOIR,ND,06 - Health & Fitness,Fitness,Smartwatch,MIO,Universal,Universal,Black,PHYSICAL ENTERPRISES INC.,58P-BLK,6.93473E+11,CAD,$219.99,$49.99
NCNH1012,MIO ALPHA 2 HEART MONITOR WATCH PUNCH,MIO ALPHA 2 HEART MONITOR  WATCH PUNCH,ND,06 - Health & Fitness,Fitness,Smartwatch,MIO,Universal,Universal,,PHYSICAL ENTERPRISES INC.,58P-PNK,6.93473E+11,CAD,$219.99,$49.99
NCNH1013,MIO FUSE HEART RATE BAND CRIMSON,MIO FUSE HEART RATE BAND CRIMSON,ND,06 - Health & Fitness,Fitness,Smartwatch,MIO,Universal,Universal,,PHYSICAL ENTERPRISES INC.,59P-LRG-INT,6.93473E+11,CAD,$169.99,$49.99
NCNH1014,MIO FUSE HEART RATE BAND AQUA,MIO FUSE HEART RATE BAND AQUA,ND,06 - Health & Fitness,Fitness,Smartwatch,MIO,Universal,Universal,,PHYSICAL ENTERPRISES INC.,59P-REG-INT,6.93473E+11,CAD,$169.99,$49.99
NCNH1015,MIPOW PLAYBULB RAINBOW MATT WHITE,MIPOW LED PLAYBULB GARDEN NOIR/TRANSP,ND,05 - Connected Home,Home,Bulb,MiPow,Universal,Universal,White,CESIUM TELCOM INC,BTL200,8.86367E+11,CAD,$49.99,$29.99
NCNH1016,MIPOW PLAYBULB GARDEN LED BLACK/CLEAR,MIPOW LED PLAYBULB GARDEN NOIR/TRANSP,ND,05 - Connected Home,Home,Bulb,MiPow,Universal,Universal,Black,CESIUM TELCOM INC,BTL400,8.86367E+11,CAD,$49.99,$25.00
NCNH1017,MIPOW PLAYBULB CANDLE WHITE,MIPOW PLAYBULB CANDLE BLANC,ND,05 - Connected Home,Home,Bulb,MiPow,Universal,Universal,White,CESIUM TELCOM INC,BLT300,8.86367E+11,CAD,$29.99,$15.00
NCNH1020,ORBOTIX SPHERO 2 0 ROBOT,ORBOTIX SPHERO 2 0 ROBOT,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,S003FC KIT,8.51897E+11,USD,$149.99,$35.99
NCNH1021,ORBOTIX OLLIE ROBOT WHITE,ORBOTIX OLLIE ROBOT BLANC,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,1B01FCA,8.51897E+11,USD,$119.99,$69.99
NCNH1022,ORBOTIX SPHERO NUBBY COVER BLUE,ORBOTIX SPHERO NUBBY COVER BLUE,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,Blue,ORBOTIX INC,ACB0BU,8.51897E+11,USD,$17.99,$4.99
NCNH1023,ORBOTIX SPHERO NUBBY COVER CYBER YELLOW,ORBOTIX SPHERO NUBBY COVER CYBER JEUNE,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,ACB0YE,8.51897E+11,USD,$17.99,$4.99
NCNH1024,ORBOTIX SPHERO CHARIOT BLACK,ORBOTIX SPHERO CHARIOT NOIR,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,Black,ORBOTIX INC,ACH001BLK,8.51897E+11,USD,$24.99,$4.99
NCNH1025,ORBOTIX SPHERO CHARIOT BLUE,ORBOTIX SPHERO CHARIOT BLU,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,Blue,ORBOTIX INC,ACH001BLU,8.51897E+11,USD,$24.99,$4.99
NCNH1026,ORBOTIX SPHERO TURBO COVER CARBON,ORBOTIX SPHERO TURBO COVER NOIR,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,ATC001CAR,8.51897E+11,USD,$17.99,$4.99
NCNH1027,ORBOTIX SPHERO TURBO COVER TEAL,ORBOTIX SPHERO TURBO COVER VERT,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,ATC001TEA,8.51897E+11,USD,$17.99,$4.99
NCNH1028,ORBOTIX OLLIE NUBBY TIRES YELLOW,ORBOTIX OLLIE NUBBY TIRES JEUNE,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,ANT01CYB,8.51897E+11,USD,$17.99,$4.99
NCNH1029,ORBOTIX OLLIE NUBBY TIRES ORANGE,ORBOTIX OLLIE NUBBY TIRES ORANGE,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,ANT01ORA,8.51897E+11,USD,$17.99,$4.99
NCNH1030,ORBOTIX OLLIE TURBO TIRES CARBON,ORBOTIX OLLIE TURBO TIRESNOIR,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,ATT001CAR,8.51897E+11,USD,$17.99,$4.99
NCNH1031,ORBOTIX OLLIE TURBO TIRES RED,ORBOTIX OLLIE TURBO TIRES ROUGE,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,Red,ORBOTIX INC,ATT001RED,8.51897E+11,USD,$17.99,$4.99
NCNH1032,ORBOTIX OLLIE ULTRA TIRES BLACK,ORBOTIX OLLIE ULTRA TIRES NOIR,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,Black,ORBOTIX INC,AUT001BLK,8.51897E+11,USD,$17.99,$4.99
NCNH1033,ORBOTIX OLLIE ULTRA TIRES GREEN,ORBOTIX OLLIE ULTRA TIRES VERT,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,Green,ORBOTIX INC,AUT001GRE,8.51897E+11,USD,$17.99,$4.99
NCNH1034,SILVERLIT BLUETOOTH FERRARI ENZO IOS,SILVERLIT BLUTOOTH FERRARI TOY  ENZO IOS,ND,07 - Other,Accessory,Toy,Silverlit,Universal,Universal,Blue,WD NAVARRE CANADA ULC,8088883,6.30404E+11,CAD,$89.99,$89.99
NCNH1035,SILVERLIT BLUETOOTH FERRARI 458 ITALIA,SILVERLIT BLUETOOTH FERRARI TOY ITALIA,ND,07 - Other,Accessory,Toy,Silverlit,Universal,Universal,Blue,WD NAVARRE CANADA ULC,86075,6.30404E+11,CAD,$89.99,$89.99
NCNH1036,ECOBEE 3 SMARTER WIFI THERMOSTAT REMOTE,ECOBEE 3 THERMOSTAT WIFI CAPTEUR,ND,05 - Connected Home,Home,Thermostat,ECOBEE,Universal,Universal,,ECOBEE INC.,EB-STATe3c-01,6.27988E+11,CAD,$249.00,$299.99
NCNH1037,ECOBEE 3 - SMARTER WI-FI THERMOSTAT Kit,ECOBEE 3 THERMOSTAT WIFI CAPTEUR KIT,ND,05 - Connected Home,Home,Thermostat,ECOBEE,Universal,Universal,,ECOBEE INC.,EB-STATe3c-02,6.27988E+11,CAD,$249.00,$131.99
NCNH1038,GOOGLE CHROMECAST,GOOGLE CHROMECAST MEDIA STREAMER,ND,05 - Connected Home,Home,TV,Google,Universal,Universal,,INGRAM MICRO INC CANADA,GA3A00029A03,8.11571E+11,CAD,$39.99,$45.00
NCNH1038C,Google Chromecast,Google Chromecast,ZD,05 - Connected Home,Home,TV,Google,Universal,,Black,GOOGLE INC,GA00439-CA,8.43E+11,CAD,$45.00,$39.99
NCNH1040,SPHERO TERRAIN PARK ROBOTIC TOY,SPHERO TERRAIN PARK JOUET ROBOTIQUE,ND,07 - Other,Accessory,Toy,Orbotix,Universal,Universal,,ORBOTIX INC,S003FC KIT,8.51897E+11,USD,$24.99,$14.99
NCNH1041,AUGUST SMART LOCK SILVER,AUGUST SMART LOCK ARGENT,ND,05 - Connected Home,Home,Security,August,Universal,Universal,Silver,INGRAM MICRO INC CANADA,57764Y,8.63246E+11,CAD,$299.95,$150.00
NCNH1042,AUGUST SMART LOCK DARK GRAY,AUGUST SMART LOCK GRIS FONCÉ,ND,05 - Connected Home,Home,Security,August,Universal,Universal,Grey,INGRAM MICRO INC CANADA,57761Y,8.63246E+11,CAD,$299.95,$150.00
NCNH1043,AUGUST CONNECT HOME HUB,AUGUST CONNECT,ND,05 - Connected Home,Home,Hub,August,Universal,Universal,,INGRAM MICRO INC CANADA,57698Y,8.63246E+11,CAD,$59.99,$59.99
NCNH1044,SONOS PLAY 1 WHITE,SONOS PLAY 1 BLANC,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,White,SONOS INC.,PLAY1US1,8.78269E+11,CAD,$219.00,$199.99
NCNH1045,SONOS PLAY 1 BLACK,SONOS PLAY 1 NOIR,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,Black,SONOS INC.,PLAY1US1BLK,8.78269E+11,CAD,$219.00,$199.99
NCNH1046,SONOS PLAY 3 WHITE,SONOS PLAY 3 BLANC,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,White,SONOS INC.,PLAY3US1,1.80501E+11,CAD,$329.00,$294.99
NCNH1047,SONOS PLAY 3 BLACK,SONOS PLAY 3 NOIR,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,Black,SONOS INC.,PLAY3US1BLK,1.80501E+11,CAD,$329.00,$294.99
NCNH1048,SONOS PLAYBAR BLACK,SONOS PLAYBAR NOIR,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,Black,SONOS INC.,PBAR1US1BLK,1.80501E+11,CAD,$749.00,$749.99
NCNH1049,SONOS PLAYBAR WALL MOUNT BLACK,SONOS PLAYBAR MURAL NOIR,ZZ,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,Black,SONOS INC.,PBRWMWW1,6.29018E+11,CAD,$49.99,$49.99
NCNH1049B,SONOS PLAYBAR WALL MOUNT BLACK BULK,SONOS PLAYBAR MURAL NOIR,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,Black,SONOS INC.,PBRWMWW1,,CAD, - , - 
NCNH1050,NEST CAM INDOOR ,NEST CAM,ZD,05 - Connected Home,Home,Security,Nest,Universal,Universal,,GOOGLE INC,NC1102EF,8.54448E+11,CAD,$219.00,$179.99
NCNH1050DIS,NEST CAM INDOOR DISPLAY,NEST CAM INDOOR DISPLAY,VB,05 - Connected Home,Home,Security,Nest,Universal,Universal,,GOOGLE INC,T3007EF,6.29018E+11,CAD,$0.00,$0.00
NCNH1051,NEST PROTECT 2ND GEN WIRED,NEST PROTECT 2ND GEN FILAIRE,ZD,05 - Connected Home,Home,Security,Nest,Universal,Universal,,GOOGLE INC,S3003LWEF,8.54448E+11,CAD,$109.00,$149.99
NCNH1052,NEST PROTECT 2ND GEN BATTERY,NEST PROTECT 2ND GEN BATTERIE,ZD,05 - Connected Home,Home,Security,Nest,Universal,Universal,,GOOGLE INC,S3000BWEF,8.54448E+11,CAD,$109.00,$149.99
NCNH1053,NEST THERMOSTAT 3RD GEN,NEST THERMOSTAT 3RD GEN,ZD,05 - Connected Home,Home,Thermostat,Nest,Universal,Universal,,GOOGLE INC,T3007EF,8.54448E+11,CAD,$249.00,$329.99
NCNH1053DIS,NEST THERMOSTAT 3RD GEN DISPLAY,Nest Cam Indoor Display,VB,05 - Connected Home,Home,Thermostat,Nest,Universal,Universal,,GOOGLE INC,NC1102EF,6.29018E+11,CAD,$0.00,$0.00
NCNH1054,PHILIPS HUE COLOUR A19 STARTER KIT,KIT PHILIPS HUE COULEUR A19 STARTER,ND,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,,PHILIPS ELECTRONICS LIGHTING,458967,46677458966,CAD,$199.99,$79.99
NCNH1055,PHILIPS HUE COLOUR A19 SINGLE BULB,PHILIPS HUE COULEUR A19 SEULE AMPOULE,ND,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,,PHILIPS ELECTRONICS LIGHTING,456202,46677456207,CAD,$59.99,$29.99
NCNH1056,PHILIPS TAP CONTROL,PHILIPS CONTRÔLE TAP,ND,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,,PHILIPS ELECTRONICS LIGHTING,452524,46677452520,CAD,$59.99,$49.99
NCNH1057,PHILIPS HUE GO PORTABLE,PHILIPS HUE GO PORTABLE,ND,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,,PHILIPS ELECTRONICS LIGHTING,798835,46677798833,CAD,$99.99,$49.99
NCNH1058,ANOVA PRECISION COOKER,ANOVA PRÉCISION CUISINIÈRE,ND,05 - Connected Home,Home,Kitchen,Anova,Universal,Universal,,ANOVA APPLIED ELECTRONICS INC.,PCB-120US-K1,8.51607E+11,USD,$259.99,$139.99
NCNH1059,IDEVICES KITCHEN THERMOMETER,IDEVICES THERMOMÈTRE DE CUISINE,ND,05 - Connected Home,Home,Kitchen,Thermos,Universal,Universal,,WD NAVARRE CANADA ULC,8116826,8.52931E+11,CAD,$99.99,$99.99
NCNH1060,IDEVICES KITCHEN THERMOMETER MINI,IDEVICES THERMOMÈTRE DE CUISINE MINI,ND,05 - Connected Home,Home,Kitchen,Thermos,Universal,Universal,Black,WD NAVARRE CANADA ULC,8119802,8.52931E+11,CAD,$59.99,$59.99
NCNH1061,CANARY ALL IN ONE SECURITY DEVICE BLACK,Canary Systeme Securite Intelligent Noir,ND,05 - Connected Home,Home,Security,Canary,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,CAN100CABK,8.55942E+11,CAD,$249.99,$119.99
NCNH1062,CHAMBERLAIN UNIV SMARTPHONE GDO CNTRL,Chamberlain UNIV Smrt GarageDoor Control,ND,05 - Connected Home,Home,Security,Chamberlain,Universal,Universal,,CHAMBERLAIN,MYQ-G0201C,12381177301,CAD,$159.99,$65.00
NCNH1063,CHAMBERLAIN MY Q GARAGE DOOR SENSOR,Chamberlain MyQ Garage Door Sensor,ND,05 - Connected Home,Home,Security,Chamberlain,Universal,Universal,,CHAMBERLAIN,MyQ-G0202,12381772018,CAD,$69.99,$24.99
NCNH1064,PERFECT DRINK 2.0,Perfect Drink 2.0,ND,05 - Connected Home,Home,Kitchen,PerfectCo,Universal,Universal,,PERFECT CO,PDM019,40232270499,USD,$64.99,$64.99
NCNH1065,PERFECT BAKE 2.0,Perfect Bake 2.0,ND,05 - Connected Home,Home,Kitchen,PerfectCo,Universal,Universal,,PERFECT CO,PBM020,40232270505,USD,$64.99,$64.99
NCNH1066,RING WIFI VIDEO DOORBELL NICKEL,Ring Sonnette Video WiFi Nickel,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,Satin Nickel,DREAMTEAM,14741VRP,8.52E+11,CAD,$249.99,$1.00
NCNH1067,RING WIFI VIDEO DOORBELL - POLISHEDBRASS,Ring Sonnette Video WiFi - laiton,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,Polished Brass,RING,88RG001FC100,8.52239E+11,CAD,$1.00,$1.00
NCNH1068,RING WIFI VIDEO DOORBELL -VENETIANBRONZE,Ring Sonnette Video WiFi -Bronze,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,Venetian Bronze,RING,88RG002FC100,8.52239E+11,CAD,$1.00,$1.00
NCNH1069,RING WIFI VIDEO DOORBELL - ANTIQUE BRASS,Ring Sonnette Video WiFi  laiton antique,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,Antique Brass,RING,88RG003FC100,8.52239E+11,CAD,$1.00,$1.00
NCNH1070,RING STICKUP CAM,Ring Camera Exteriur,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,,RING,88SC000FC100,8.52239E+11,USD,$249.99,$249.99
NCNH1071,RING SOLAR POWER CHARGER,Ring Chargeur Panneu Solaire,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,,RING,88SP000FC000,8.52239E+11,USD,$64.99,$64.99
NCNH1072,RING CHIME WHITE,Ring Chime Blanc,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,,RING,14744VRP,8.52239E+11,CAD,$39.99,$39.99
NCNH1073,ANOVA PRECISION COOKER WITH WIFI,ANOVA PRECISION CUISINIERE avec WiFi,ND,05 - Connected Home,Home,Kitchen,Anova,Universal,Universal,,ANOVA APPLIED ELECTRONICS INC.,A3.2-120V-US,,USD,$199.99,$199.99
NCNH1074,NEST CAM OUTDOOR SECURITY CAMERA,Nest Cam Camera Securite Exterieur,ZD,05 - Connected Home,Home,Security,Nest,Universal,Universal,,GOOGLE INC,NC2100EF,8.13917E+11,CAD,$249.99,$249.99
NCNH2000,PHILIPS HUE COLOUR STARTER KIT GEN 3,Philips Hue Couleur Starter Kit Gen 3,ND,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,,PHILIPS ELECTRONICS LIGHTING,464511,46677464516,CAD,$199.99,$119.99
NCNH2001,PHILIPS HUE COLOUR AMBIANCE A19 BULB V2,PHILIPS HUE COULEUR A19 SEULE AMPOULE V2,ND,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,,PHILIPS ELECTRONICS LIGHTING,464487,46677464486,CAD,$49.99,$39.99
NCNH2004,GOOGLE HOME,GOOGLE HOME,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,,GOOGLE INC,GA3A00485A03,8.12E+11,CAD,$179.99,$129.99
NCNH2004DIS,GOOGLE HOME DISPLAY,GOOGLE HOME DISPLAY,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,,GOOGLE INC,GA3A00485A03,6.29E+11,CAD,$0.00,$0.00
NCNH2004GWP,GOOGLE HOME GWP DEALER ONLY,GOOGLE HOME GWP DEALER ONLY,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,White,GOOGLE INC,GA3A00485A03,6.29E+11,CAD,$0.00,$0.00
NCNH2005,GOOGLE WIFI 1-PACK,GOOGLE WIFI 1-PACK,ND,05 - Connected Home,Home,WiFi,Google,Universal,Universal,,GOOGLE INC,GA3A00440-A08,8.12E+11,CAD,$179.00,$179.00
NCNH2005C,GOOGLE WIFI 1-PACK,GOOGLE WIFI 1-PACK,ND,05 - Connected Home,Home,WiFi,Google,Universal,Universal,White,GOOGLE INC,GA00157-CA,8.43E+11,CAD,$179.00,$179.00
NCNH2006,GOOGLE WIFI 3-PACK,GOOGLE WIFI 3-PACK,ND,05 - Connected Home,Home,WiFi,Google,Universal,Universal,,GOOGLE INC,GA3A00441-A08,8.43E+11,CAD,$439.00,$439.00
NCNH2007,iHome iSP6 SMART PLUG,ISP6 SMART PLUG,ND,05 - Connected Home,Home,Plug,iHome,Universal,Universal,White,CESIUM TELCOM INC,iSP6W,47532907827,CAD,$49.99,$29.99
NCNH2008,RING VIDEO DOORBELL 2 NICKEL,SONETTE VIDEO AU FINI NICKEL RING 2,ND,05 - Connected Home,Home,Security ,Ring,Universal,Universal,Nickel,SUPERIOR COMMUNICATIONS CANADA ULC,8VR1S7-0FC0,8.52E+11,CAD,$259.99,$229.99
NCNH2009,RING CHIME PRO - WHITE,CARILLON PRO,ND,05 - Connected Home,Home,Security,Ring,Universal,Universal,White,SUPERIOR COMMUNICATIONS CANADA ULC,8AC1P6-0FC0,8.52E+11,CAD,$59.99,$39.99
NCNH2010,NEST CAM IQ (Indoor),NEST CAM IQ,ZD,05 - Connected Home,Home,Security,Nest,Universal,Universal,White,GOOGLE INC,NC3100EF,8.14E+11,CAD,$399.99,$399.99
NCNH2011,NEST SMART THERMOSTAT E,NEST SMART THERMOSTAT E,ZD,05 - Connected Home,Home,Thermostat,Nest,Universal,Universal,Black,GOOGLE INC,A0063,6.29E+11,CAD,$229.99,$229.99
NCNH2012,PHILIPS HUE WHITE A19 STARTER KIT,PHILIPS HUE BLANCHE A19 KIT DE DEMARRAGE,ZD,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,White,PHILIPS ELECTRONICS LIGHTING,458983,46677458980,CAD,$69.99,$79.99
NCNH2013,GOOGLE HOME MINI - CHALK,GOOGLE HOME MINI - CHALK,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,Chalk,GOOGLE INC,GA00210-CA,8.43E+11,CAD,$79.99,$79.99
NCNH2013DIS,GOOGLE HOME MINI - CHALK DUMMY,GOOGLE HOME MINI - CHALK DUMMY,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,Chalk,GOOGLE INC,GA00210-CA,6.29E+11,CAD,$0.00,$0.00
NCNH2013GWP,GOOGLE HOME MINI - GWP,GOOGLE HOME MINI - GWP,ZD,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,Chalk,GOOGLE INC,GA00210-CA,6.29E+11,CAD,$0.00,$0.00
NCNH2014,PHILIPSHUEWHITECOLOUR A19STARTERKIT 4PK,PHILIPSHUEWHITECOLOUR A19STARTERKIT 4PK,ZD,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,Multi - Colour,PHILIPS ELECTRONICS LIGHTING,471978,46677471972,CAD,$249.99,$274.99
NCNH2015,Amazon Echo Gen 2 (Charcoal Fabric),Amazon Echo - Gen 2 (Charcoal Fabric),ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,Charcoal,SYNNEX ,53-006710,8.42E+11,CAD,$129.99,$129.99
NCNH2015B,Amazon Echo Gen 2 (Charcoal Fabric) BULK,Amazon Echo Gen 2 (Charcoal Fabric) BULK,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,Charcoal,SYNNEX,53-006710,,CAD,$0.00,$0.00
NCNH2015FR,Amazon Echo Gen 2 (Charcoal Fabric) FR,Amazon Echo Gen 2 (Charcoal Fabric) FR,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,Charcoal,SYNNEX,53-006710,6.29E+11,CAD,$129.99,$129.99
NCNH2016,Amazon Echo Dot Black,Amazon Echo Dot Noir,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,Black,SYNNEX ,53-006991,8.42E+11,CAD,$54.99,$29.99
NCNH2016GWP,Amazon Echo Dot Black GWP,Amazon Echo Dot Black GWP,ZD,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,,Black,SYNNEX,53-006991,6.29E+11,CAD,$0.00,$0.00
NCNH2017,Amazon Echo Dot White,Amazon Echo Dot Blanc,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,White,SYNNEX ,53-006992,8.42E+11,CAD,$54.99,$29.99
NCNH2017GWP,Amazon Echo Dot White GWP,Amazon Echo Dot Blanc GWP,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,,White,SYNNEX,53-006992,6.29E+11,CAD,$0.00,$0.00
NCNH2018,Amazon Echo Plus Black,Amazon Echo Plus Noir,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,Black,SYNNEX ,53-007124,8.42E+11,CAD,$199.99,$99.99
NCNH2019,Amazon Echo Plus White,Amazon Echo Plus Blanc,ND,05 - Connected Home,Speaker,Smart Speaker,Amazon,Universal,Universal,White,SYNNEX ,53-007126,8.42E+11,CAD,$199.99,$99.99
NCNH2020,PHILIPS HUE WHITE A19 SINGLE BULB,PHILIPS HUE WHITE A19 SINGLE BULB,ZD,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,White,PHILIPS ELECTRONICS LIGHTING,459222,46677459222,CAD,$19.99,$19.99
NCNH2020B,PHILIPS HUE WHITE A19 SINGLE BULB BULK,PHILIPS HUE WHITE A19 SINGLE BULB BULK,ZD,05 - Connected Home,Home,Bulb,Philips,Universal,Universal,White,PHILIPS ELECTRONICS LIGHTING,459222,,CAD,$19.99,$19.99
NCNH2021,SONOS ONE-BLACK,Sonos One - Noir,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,Black,SONOS INC.,ONEG1US1BLK,8.78E+11,CAD,$249.99,$249.99
NCNH2022,SONOS ONE-WHITE,Sonos One - Blanc,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,White,SONOS INC.,ONEG1US1,8.78E+11,CAD,$249.99,$224.99
NCNH2022C,Sonos One v2 White,Sonos One v2 Blanc,ND,05 - Connected Home,Speaker,WiFi Speaker,SONOS,Universal,Universal,White,SONOS INC.,ONEG2US1,8.78E+11,CAD,$249.99,$249.99
NCNH2023,Google Home Mini Charcoal,Google Home Mini Charcoal,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,Charcoal,GOOGLE INC,GA00216-CA,8.43E+11,CAD,$79.99,$79.99
NCNH2025,Google Home Max Charcoal,Google Home Max Charcoal,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,Charcoal,GOOGLE INC,GA00223-CA,8.43E+11,CAD,$499.99,$399.99
NCNH2026,Google Home Max Chalk,Google Home Max Chalk,ND,05 - Connected Home,Speaker,Smart Speaker,Google,Universal,Universal,Chalk,GOOGLE INC,GA00222-CA,8.43E+11,CAD,$499.99,$399.99
NCNH2027,SENGLED Element Classic A19 Kits,Sengled Element Classic A19 Kits,ZD,05 - Connected Home,Home,Bulb,Sengled,Universal,Universal,,MICROCEL TECHNICAL SERVICES,E21-G14W,8.41E+11,CAD,$49.99,$54.99
NCNH2027CSD,SENGLED Element Classic A19 Kits DEMO,Sengled Element Classic A19 Kits DEMO,VB,05 - Connected Home,Home,Bulb,Sengled,Universal,Universal,,MICROCEL TECHNICAL SERVICES,E21-G14W,6.29E+11,CAD,$0.00,$0.00
